text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
engine oil change,engine oil change,vehicle_maintenance,fuel,regret,-0.69,0.91,sms,english,False,,2024-08-06
concert ticket,concert ticket,entertainment,entertainment,stress,-0.63,0.9,sms,english,False,,2024-02-02
exam registration,exam registration,education,education,stress,-0.59,0.87,manual,english,False,,2024-01-05
learning platform subscription,learning platform subscription,education,education,happy,0.6,0.94,sms,english,False,,2024-10-30
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,care,0.41,0.98,manual,english,False,,2024-06-29
pet food and vet visit,pet food and vet visit,pet_care,medical,impulsive,-0.4,0.95,sms,hinglish,False,,2024-01-08
spotify subscription,spotify subscription,subscription,subscription,casual,0.25,0.83,sms,hinglish,False,,2024-11-26
late night food craving,late night food craving,food_order,groceries,casual,0.29,0.88,sms,hinglish,False,,2024-10-15
dog grooming,dog grooming,pet_care,medical,casual,0.26,0.91,manual,english,False,,2025-04-20
weekend outing,weekend outing,entertainment,entertainment,impulsive,-0.38,0.9,manual,english,False,,2024-03-20
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,neutral,0.12,0.96,sms,hinglish,False,,2024-12-16
fuel refill before work,fuel refill before work,commute,fuel,stress,-0.63,0.83,sms,hinglish,False,,2024-10-16
clinic consultation,clinic consultation,health,medical,neutral,0.13,0.89,sms,english,False,,2024-08-09
electricity bill paid,electricity bill paid,bill_payment,mobile_bill,regret,-0.56,0.9,sms,english,False,,2024-05-12
medicines bought,medicines bought,health,medical,care,0.42,0.94,sms,hinglish,False,,2025-03-24
dog grooming,dog grooming,pet_care,medical,regret,-0.66,0.82,manual,hinglish,False,,2024-01-31
dog grooming,dog grooming,pet_care,medical,happy,0.64,0.97,manual,hinglish,True,pet_supplies,2024-08-09
impulse shopping again 😐,impulse shopping again,shopping,shopping,regret,-0.55,0.96,manual,english,False,,2025-01-31
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,impulsive,-0.29,0.92,manual,hinglish,False,,2024-04-27
cloud storage plan,cloud storage plan,subscription,subscription,neutral,0.01,0.98,manual,hinglish,False,,2025-02-27
movie night,movie night,entertainment,entertainment,stress,-0.64,0.87,manual,english,False,,2024-10-23
exam registration,exam registration,education,education,care,0.25,0.98,manual,english,False,,2024-11-09
gaming subscription,gaming subscription,entertainment,entertainment,care,0.43,0.98,manual,english,False,,2025-02-27
fuel refill before work,fuel refill before work,commute,fuel,stress,-0.46,0.83,manual,hinglish,False,,2024-03-19
concert ticket,concert ticket,entertainment,entertainment,impulsive,-0.27,0.89,manual,hinglish,False,,2024-10-04
doctor visit,doctor visit,health,medical,neutral,0.08,0.88,sms,english,False,,2024-04-10
netflix renewal,netflix renewal,subscription,subscription,casual,0.21,0.94,manual,english,False,,2024-11-21
auto ride home,auto ride home,commute,fuel,neutral,0.11,0.88,manual,english,False,,2024-05-18
netflix renewal,netflix renewal,subscription,subscription,stress,-0.62,0.97,manual,english,False,,2024-01-03
vet consultation,vet consultation,pet_care,medical,casual,0.19,0.88,manual,english,False,,2025-04-30
electricity bill paid,electricity bill paid,bill_payment,rent,happy,0.64,0.97,manual,hinglish,False,,2024-10-22
movie night,movie night,entertainment,entertainment,care,0.43,0.91,manual,hinglish,False,,2024-07-03
book purchase,book purchase,education,education,anxiety,-0.83,0.87,manual,english,False,,2024-11-24
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,anxiety,-0.81,0.93,sms,hinglish,True,vehicle_repair,2024-01-17
online course fee,online course fee,education,education,casual,0.24,0.98,manual,hinglish,False,,2024-08-20
auto ride home,auto ride home,commute,cab,stress,-0.45,0.91,manual,english,False,,2024-03-25
bought clothes online,bought clothes online,shopping,shopping,regret,-0.67,0.95,manual,english,False,,2024-11-24
medicines bought,medicines bought,health,medical,care,0.41,0.96,sms,hinglish,False,,2025-05-03
shopping mall visit,shopping mall visit,shopping,shopping,anxiety,-0.82,0.82,manual,hinglish,False,,2024-09-24
learning platform subscription,learning platform subscription,education,education,impulsive,-0.26,0.85,sms,english,False,,2024-08-25
movie night,movie night,entertainment,entertainment,neutral,0.0,0.98,manual,english,False,,2024-06-21
impulse shopping again 😐,impulse shopping again,shopping,shopping,impulsive,-0.29,0.85,manual,hinglish,False,,2024-03-07
spotify subscription,spotify subscription,subscription,subscription,neutral,0.06,0.93,sms,english,False,,2024-03-25
concert ticket,concert ticket,entertainment,entertainment,regret,-0.58,0.92,manual,hinglish,False,,2024-10-26
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,casual,0.35,0.83,manual,english,False,,2024-12-16
paid house rent,paid house rent,bill_payment,mobile_bill,care,0.39,0.87,manual,hinglish,False,,2025-04-21
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,care,0.3,0.88,sms,hinglish,False,,2024-08-12
internet bill cleared,internet bill cleared,bill_payment,rent,stress,-0.55,0.83,sms,english,False,,2024-09-17
vet consultation,vet consultation,pet_care,pet_supplies,anxiety,-0.7,0.91,manual,hinglish,False,,2024-02-28
concert ticket,concert ticket,entertainment,entertainment,casual,0.29,0.86,manual,english,False,,2025-04-10
fuel refill before work,fuel refill before work,commute,cab,anxiety,-0.82,0.95,manual,hinglish,False,,2024-03-04
concert ticket,concert ticket,entertainment,entertainment,impulsive,-0.37,0.82,manual,english,False,,2024-07-08
book purchase,book purchase,education,education,casual,0.29,0.88,manual,hinglish,False,,2025-05-05
electricity bill paid,electricity bill paid,bill_payment,rent,care,0.36,0.89,sms,hinglish,False,,2024-12-07
fuel refill before work,fuel refill before work,commute,cab,casual,0.3,0.98,manual,english,False,,2024-09-15
weekend outing,weekend outing,entertainment,entertainment,happy,0.7,0.94,sms,english,False,,2025-02-16
shopping mall visit,shopping mall visit,shopping,shopping,care,0.38,0.98,sms,hinglish,False,,2024-10-28
bought clothes online,bought clothes online,shopping,shopping,casual,0.17,0.87,sms,hinglish,False,,2024-06-29
online course fee,online course fee,education,education,care,0.32,0.94,manual,english,False,,2024-09-16
took rapido bike,took rapido bike,commute,cab,care,0.27,0.95,sms,hinglish,False,,2025-03-06
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,happy,0.69,0.9,sms,english,False,,2025-02-07
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,neutral,-0.04,0.84,manual,english,False,,2024-04-14
weekend outing,weekend outing,entertainment,entertainment,anxiety,-0.73,0.98,manual,hinglish,False,,2024-10-01
spotify subscription,spotify subscription,subscription,subscription,impulsive,-0.42,0.95,manual,english,False,,2025-02-05
food delivery after work,food delivery after work,food_order,groceries,impulsive,-0.37,0.99,sms,hinglish,False,,2025-04-18
pet food and vet visit,pet food and vet visit,pet_care,medical,impulsive,-0.25,0.82,manual,hinglish,False,,2025-01-12
doctor visit,doctor visit,health,medical,anxiety,-0.82,0.99,manual,hinglish,False,,2024-01-21
weekend outing,weekend outing,entertainment,entertainment,casual,0.22,0.84,manual,hinglish,False,,2025-01-20
gaming subscription,gaming subscription,entertainment,entertainment,regret,-0.59,0.96,manual,hinglish,False,,2024-09-13
pet food and vet visit,pet food and vet visit,pet_care,medical,happy,0.7,0.89,sms,english,True,pet_supplies,2024-06-24
clinic consultation,clinic consultation,health,medical,impulsive,-0.33,0.9,manual,english,False,,2024-12-24
paid house rent,paid house rent,bill_payment,mobile_bill,anxiety,-0.66,0.96,manual,english,False,,2024-09-14
exam registration,exam registration,education,education,neutral,0.0,0.91,manual,english,False,,2024-05-27
vet consultation,vet consultation,pet_care,pet_supplies,anxiety,-0.71,0.93,manual,hinglish,False,,2024-05-23
book purchase,book purchase,education,education,care,0.39,0.9,manual,english,False,,2025-01-31
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,care,0.26,0.94,sms,hinglish,False,,2024-01-27
health checkup,health checkup,health,medical,neutral,0.05,0.85,manual,english,False,,2025-04-17
cloud storage plan,cloud storage plan,subscription,subscription,neutral,0.04,0.89,sms,hinglish,False,,2024-11-14
unplanned purchase,unplanned purchase,shopping,shopping,anxiety,-0.82,0.92,sms,english,False,,2024-01-19
online course fee,online course fee,education,education,care,0.27,0.92,manual,english,False,,2024-04-10
exam registration,exam registration,education,education,neutral,-0.02,0.96,sms,english,False,,2024-01-23
electricity bill paid,electricity bill paid,bill_payment,rent,care,0.28,0.89,manual,english,False,,2025-01-02
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,casual,0.23,0.86,sms,english,False,,2024-07-02
health checkup,health checkup,health,medical,regret,-0.65,0.91,sms,english,False,,2024-07-10
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,neutral,-0.01,0.94,manual,hinglish,False,,2024-02-29
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,happy,0.62,0.9,manual,hinglish,False,,2024-07-27
cloud storage plan,cloud storage plan,subscription,subscription,happy,0.75,0.92,sms,english,False,,2024-04-28
learning platform subscription,learning platform subscription,education,education,neutral,0.15,0.87,manual,english,False,,2024-07-22
weekend outing,weekend outing,entertainment,entertainment,regret,-0.55,0.85,sms,hinglish,False,,2024-10-31
unplanned purchase,unplanned purchase,shopping,shopping,casual,0.17,0.93,sms,hinglish,False,,2024-09-20
online course fee,online course fee,education,education,stress,-0.56,0.97,manual,english,False,,2025-01-11
engine oil change,engine oil change,vehicle_maintenance,fuel,regret,-0.67,0.93,sms,english,False,,2024-04-19
dog grooming,dog grooming,pet_care,medical,happy,0.56,0.97,manual,hinglish,False,,2024-09-16
book purchase,book purchase,education,education,neutral,0.11,0.89,manual,english,False,,2024-10-21
app premium plan,app premium plan,subscription,subscription,anxiety,-0.84,0.86,sms,english,False,,2024-07-22
ordered food again 😩,ordered food again,food_order,groceries,regret,-0.54,0.97,manual,english,False,,2024-08-15
online course fee,online course fee,education,education,anxiety,-0.72,0.96,manual,hinglish,False,,2025-05-13
impulse shopping again 😐,impulse shopping again,shopping,shopping,anxiety,-0.79,0.85,manual,english,False,,2024-11-13
online course fee,online course fee,education,education,anxiety,-0.65,0.89,sms,hinglish,False,,2024-08-20
unplanned purchase,unplanned purchase,shopping,shopping,happy,0.71,0.89,manual,hinglish,False,,2024-01-10
clinic consultation,clinic consultation,health,medical,neutral,0.13,0.86,manual,english,False,,2024-09-26
shopping mall visit,shopping mall visit,shopping,shopping,impulsive,-0.33,0.97,sms,hinglish,False,,2024-10-06
electricity bill paid,electricity bill paid,bill_payment,rent,regret,-0.52,0.95,manual,english,False,,2024-01-24
swiggy dinner order,swiggy dinner order,food_order,dining,regret,-0.65,0.93,sms,english,False,,2024-10-27
doctor visit,doctor visit,health,medical,neutral,-0.04,0.98,sms,hinglish,False,,2024-02-05
spotify subscription,spotify subscription,subscription,subscription,neutral,0.09,0.91,manual,english,False,,2024-06-16
shopping mall visit,shopping mall visit,shopping,shopping,impulsive,-0.4,0.94,manual,hinglish,False,,2024-04-04
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,care,0.33,0.95,sms,hinglish,False,,2025-04-13
spotify subscription,spotify subscription,subscription,subscription,anxiety,-0.75,0.96,manual,english,False,,2024-06-04
gaming subscription,gaming subscription,entertainment,entertainment,anxiety,-0.83,0.96,manual,english,False,,2024-09-05
clinic consultation,clinic consultation,health,medical,casual,0.16,0.9,sms,hinglish,False,,2024-05-14
online course fee,online course fee,education,education,casual,0.34,0.97,sms,english,False,,2024-08-01
electricity bill paid,electricity bill paid,bill_payment,electricity,anxiety,-0.83,0.96,manual,hinglish,False,,2025-04-29
took rapido bike,took rapido bike,commute,cab,care,0.27,0.93,sms,english,False,,2024-03-24
junk food again 😐,junk food again,food_order,groceries,stress,-0.64,0.88,sms,hinglish,False,,2025-02-07
car service today,car service today,vehicle_maintenance,vehicle_repair,impulsive,-0.44,0.9,sms,hinglish,False,,2024-03-08
metro recharge,metro recharge,commute,cab,regret,-0.55,0.94,sms,english,False,,2024-04-29
exam registration,exam registration,education,education,care,0.38,0.94,manual,hinglish,False,,2024-12-31
doctor visit,doctor visit,health,medical,neutral,0.04,0.96,sms,english,False,,2024-11-19
impulse shopping again 😐,impulse shopping again,shopping,shopping,happy,0.6,0.97,manual,hinglish,False,,2024-10-20
cat food purchase,cat food purchase,pet_care,medical,casual,0.18,0.87,manual,english,False,,2024-11-24
clinic consultation,clinic consultation,health,medical,anxiety,-0.67,0.98,sms,hinglish,False,,2024-05-14
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,anxiety,-0.72,0.96,manual,english,False,,2024-12-12
ate outside today,ate outside today,food_order,dining,stress,-0.58,0.82,sms,hinglish,False,,2024-10-30
book purchase,book purchase,education,education,care,0.41,0.97,manual,english,False,,2024-03-10
exam registration,exam registration,education,education,impulsive,-0.39,0.86,sms,english,False,,2025-04-24
vet consultation,vet consultation,pet_care,pet_supplies,casual,0.32,0.86,sms,hinglish,False,,2024-06-25
impulse shopping again 😐,impulse shopping again,shopping,shopping,happy,0.65,0.95,manual,hinglish,False,,2024-05-14
fuel refill before work,fuel refill before work,commute,fuel,casual,0.2,0.9,sms,english,False,,2025-04-05
health checkup,health checkup,health,medical,stress,-0.47,0.84,manual,hinglish,False,,2024-04-08
car service today,car service today,vehicle_maintenance,fuel,anxiety,-0.82,0.99,manual,hinglish,False,,2025-02-07
took rapido bike,took rapido bike,commute,cab,care,0.42,0.83,manual,hinglish,False,,2024-03-20
mobile recharge done,mobile recharge done,bill_payment,electricity,neutral,0.06,0.85,manual,english,False,,2025-03-14
ola cab to office,ola cab to office,commute,cab,casual,0.28,0.85,manual,hinglish,False,,2024-11-20
shopping mall visit,shopping mall visit,shopping,shopping,stress,-0.52,0.98,manual,hinglish,False,,2024-03-17
cat food purchase,cat food purchase,pet_care,pet_supplies,happy,0.59,0.87,manual,hinglish,True,medical,2024-05-29
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,neutral,0.03,0.98,manual,english,False,,2024-08-27
took rapido bike,took rapido bike,commute,fuel,stress,-0.46,0.91,manual,english,False,,2025-02-14
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,anxiety,-0.83,0.87,sms,hinglish,False,,2024-12-13
electricity bill paid,electricity bill paid,bill_payment,rent,regret,-0.67,0.9,sms,hinglish,False,,2025-05-07
medicines bought,medicines bought,health,medical,casual,0.27,0.85,sms,hinglish,False,,2024-10-24
paid house rent,paid house rent,bill_payment,rent,stress,-0.55,0.93,manual,english,False,,2024-02-01
concert ticket,concert ticket,entertainment,entertainment,stress,-0.53,0.97,sms,english,False,,2024-03-13
impulse shopping again 😐,impulse shopping again,shopping,shopping,care,0.37,0.96,manual,hinglish,False,,2024-03-16
cat food purchase,cat food purchase,pet_care,pet_supplies,anxiety,-0.85,0.84,manual,english,True,medical,2024-10-29
fuel refill before work,fuel refill before work,commute,cab,anxiety,-0.79,0.92,sms,hinglish,False,,2024-10-25
engine oil change,engine oil change,vehicle_maintenance,fuel,casual,0.29,0.89,sms,english,False,,2025-03-29
cloud storage plan,cloud storage plan,subscription,subscription,casual,0.32,0.96,manual,hinglish,False,,2024-06-02
book purchase,book purchase,education,education,happy,0.7,0.83,sms,hinglish,False,,2024-06-22
app premium plan,app premium plan,subscription,subscription,happy,0.62,0.98,manual,english,False,,2024-03-18
medicines bought,medicines bought,health,medical,regret,-0.67,0.93,manual,hinglish,False,,2025-04-03
clinic consultation,clinic consultation,health,medical,casual,0.35,0.89,sms,hinglish,False,,2025-02-09
bought clothes online,bought clothes online,shopping,shopping,regret,-0.55,0.89,sms,hinglish,False,,2025-02-16
weekend outing,weekend outing,entertainment,entertainment,care,0.28,0.89,sms,english,False,,2025-02-18
shopping mall visit,shopping mall visit,shopping,shopping,impulsive,-0.3,0.98,sms,english,False,,2025-01-02
cloud storage plan,cloud storage plan,subscription,subscription,happy,0.57,0.97,manual,english,False,,2025-05-01
vet consultation,vet consultation,pet_care,pet_supplies,care,0.3,0.91,manual,english,False,,2024-11-27
paid house rent,paid house rent,bill_payment,rent,anxiety,-0.66,0.97,sms,hinglish,False,,2024-03-26
clinic consultation,clinic consultation,health,medical,happy,0.65,0.88,manual,english,False,,2024-12-19
junk food again 😐,junk food again,food_order,groceries,regret,-0.68,0.97,sms,hinglish,False,,2024-12-07
impulse shopping again 😐,impulse shopping again,shopping,shopping,anxiety,-0.69,0.92,manual,hinglish,False,,2024-06-18
spotify subscription,spotify subscription,subscription,subscription,regret,-0.55,0.86,manual,english,False,,2024-08-14
bought clothes online,bought clothes online,shopping,shopping,anxiety,-0.74,0.85,sms,hinglish,False,,2025-03-21
exam registration,exam registration,education,education,care,0.41,0.98,sms,hinglish,False,,2024-09-21
car service today,car service today,vehicle_maintenance,fuel,care,0.39,0.83,manual,hinglish,False,,2024-08-21
medicines bought,medicines bought,health,medical,regret,-0.55,0.9,sms,english,False,,2025-05-02
engine oil change,engine oil change,vehicle_maintenance,fuel,neutral,0.01,0.87,manual,hinglish,False,,2025-02-13
cat food purchase,cat food purchase,pet_care,pet_supplies,care,0.4,0.92,sms,english,False,,2025-01-04
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.28,0.92,sms,english,False,,2024-04-08
paid house rent,paid house rent,bill_payment,rent,casual,0.18,0.92,manual,hinglish,False,,2024-04-06
cloud storage plan,cloud storage plan,subscription,subscription,happy,0.62,0.84,manual,hinglish,False,,2024-05-19
metro recharge,metro recharge,commute,fuel,impulsive,-0.41,0.92,sms,english,False,,2024-01-25
book purchase,book purchase,education,education,impulsive,-0.42,0.92,sms,english,False,,2024-08-16
movie night,movie night,entertainment,entertainment,impulsive,-0.33,0.86,manual,english,False,,2024-12-17
ola cab to office,ola cab to office,commute,fuel,anxiety,-0.78,0.92,manual,english,False,,2024-04-08
exam registration,exam registration,education,education,neutral,0.05,0.84,manual,english,False,,2024-04-29
paid house rent,paid house rent,bill_payment,mobile_bill,regret,-0.61,0.96,sms,english,False,,2024-02-12
bought clothes online,bought clothes online,shopping,shopping,regret,-0.67,0.82,sms,hinglish,False,,2024-03-16
exam registration,exam registration,education,education,regret,-0.67,0.95,manual,english,False,,2024-07-12
medicines bought,medicines bought,health,medical,anxiety,-0.73,0.9,manual,hinglish,False,,2025-02-15
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.32,0.92,sms,english,False,,2024-02-25
weekend outing,weekend outing,entertainment,entertainment,impulsive,-0.31,0.94,manual,english,False,,2025-03-02
fuel refill before work,fuel refill before work,commute,cab,regret,-0.59,0.95,sms,hinglish,False,,2024-05-09
exam registration,exam registration,education,education,care,0.39,0.96,manual,english,False,,2025-03-21
electricity bill paid,electricity bill paid,bill_payment,mobile_bill,impulsive,-0.33,0.95,manual,english,False,,2025-04-30
auto ride home,auto ride home,commute,fuel,stress,-0.58,0.84,sms,english,False,,2024-07-30
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,casual,0.17,0.83,manual,english,False,,2024-01-21
movie night,movie night,entertainment,entertainment,stress,-0.5,0.92,manual,english,False,,2024-02-04
clinic consultation,clinic consultation,health,medical,care,0.45,0.87,manual,english,False,,2024-05-11
metro recharge,metro recharge,commute,fuel,happy,0.74,0.98,manual,english,False,,2025-05-06
unplanned purchase,unplanned purchase,shopping,shopping,neutral,0.12,0.94,manual,english,False,,2025-02-28
mobile recharge done,mobile recharge done,bill_payment,electricity,regret,-0.5,0.84,sms,hinglish,False,,2024-06-27
doctor visit,doctor visit,health,medical,regret,-0.68,0.83,sms,hinglish,False,,2024-12-19
metro recharge,metro recharge,commute,fuel,neutral,0.09,0.84,manual,hinglish,False,,2025-01-06
cat food purchase,cat food purchase,pet_care,medical,stress,-0.54,0.96,sms,hinglish,False,,2024-02-27
electricity bill paid,electricity bill paid,bill_payment,electricity,impulsive,-0.3,0.96,manual,english,False,,2024-10-31
cloud storage plan,cloud storage plan,subscription,subscription,casual,0.17,0.98,sms,english,False,,2024-12-13
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,casual,0.18,0.9,manual,hinglish,False,,2024-12-21
paid house rent,paid house rent,bill_payment,rent,neutral,-0.05,0.89,sms,hinglish,False,,2024-05-10
cat food purchase,cat food purchase,pet_care,pet_supplies,stress,-0.55,0.97,sms,hinglish,False,,2025-04-23
auto ride home,auto ride home,commute,cab,anxiety,-0.79,0.89,sms,english,False,,2024-06-13
bought clothes online,bought clothes online,shopping,shopping,care,0.36,0.95,manual,english,False,,2024-12-10
ordered food again 😩,ordered food again,food_order,groceries,stress,-0.57,0.83,manual,hinglish,False,,2025-01-25
online course fee,online course fee,education,education,happy,0.72,0.82,manual,hinglish,False,,2024-07-27
exam registration,exam registration,education,education,neutral,0.05,0.95,manual,english,False,,2024-08-02
electricity bill paid,electricity bill paid,bill_payment,mobile_bill,happy,0.71,0.89,sms,english,False,,2024-08-01
swiggy dinner order,swiggy dinner order,food_order,groceries,stress,-0.51,0.94,manual,english,False,,2024-11-09
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,casual,0.32,0.88,manual,english,False,,2025-02-19
dog grooming,dog grooming,pet_care,medical,happy,0.71,0.92,sms,english,True,pet_supplies,2024-04-26
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,stress,-0.48,0.91,sms,hinglish,False,,2024-08-03
weekend outing,weekend outing,entertainment,entertainment,anxiety,-0.76,0.91,manual,hinglish,False,,2025-01-02
auto ride home,auto ride home,commute,fuel,stress,-0.54,0.94,sms,english,False,,2024-10-21
shopping mall visit,shopping mall visit,shopping,shopping,care,0.44,0.83,manual,hinglish,False,,2024-03-25
vet consultation,vet consultation,pet_care,medical,impulsive,-0.29,0.82,sms,hinglish,False,,2024-07-04
metro recharge,metro recharge,commute,fuel,regret,-0.65,0.87,sms,english,False,,2024-02-07
metro recharge,metro recharge,commute,cab,stress,-0.48,0.91,sms,hinglish,False,,2025-03-07
movie night,movie night,entertainment,entertainment,happy,0.63,0.96,manual,english,False,,2024-04-13
car service today,car service today,vehicle_maintenance,vehicle_repair,casual,0.28,0.9,sms,english,False,,2025-03-06
ordered food again 😩,ordered food again,food_order,dining,anxiety,-0.79,0.96,manual,english,False,,2024-05-05
auto ride home,auto ride home,commute,cab,stress,-0.51,0.98,sms,hinglish,False,,2025-04-19
app premium plan,app premium plan,subscription,subscription,regret,-0.52,0.93,manual,english,False,,2024-11-30
electricity bill paid,electricity bill paid,bill_payment,rent,anxiety,-0.74,0.91,manual,hinglish,False,,2025-05-04
movie night,movie night,entertainment,entertainment,care,0.35,0.98,sms,hinglish,False,,2024-10-21
dog grooming,dog grooming,pet_care,medical,neutral,0.15,0.83,manual,english,False,,2024-11-27
medicines bought,medicines bought,health,medical,casual,0.17,0.87,manual,english,False,,2024-04-08
metro recharge,metro recharge,commute,fuel,neutral,-0.02,0.83,manual,hinglish,False,,2024-11-10
cloud storage plan,cloud storage plan,subscription,subscription,happy,0.7,0.92,sms,hinglish,False,,2024-11-20
engine oil change,engine oil change,vehicle_maintenance,fuel,anxiety,-0.81,0.86,manual,hinglish,True,vehicle_repair,2025-04-27
health checkup,health checkup,health,medical,impulsive,-0.35,0.93,sms,hinglish,False,,2024-08-05
car service today,car service today,vehicle_maintenance,vehicle_repair,casual,0.25,0.92,manual,hinglish,False,,2024-01-19
fuel refill before work,fuel refill before work,commute,fuel,anxiety,-0.75,0.96,sms,hinglish,False,,2024-02-02
book purchase,book purchase,education,education,impulsive,-0.39,0.89,sms,english,False,,2024-07-21
took rapido bike,took rapido bike,commute,fuel,neutral,0.07,0.93,manual,hinglish,False,,2024-09-26
learning platform subscription,learning platform subscription,education,education,anxiety,-0.71,0.9,manual,english,False,,2025-03-27
health checkup,health checkup,health,medical,happy,0.72,0.91,manual,english,False,,2025-01-28
paid house rent,paid house rent,bill_payment,electricity,anxiety,-0.77,0.98,manual,hinglish,False,,2025-03-01
health checkup,health checkup,health,medical,regret,-0.7,0.96,manual,english,False,,2024-05-21
ola cab to office,ola cab to office,commute,fuel,impulsive,-0.37,0.92,manual,english,False,,2024-01-05
ate outside today,ate outside today,food_order,dining,anxiety,-0.67,0.93,manual,english,False,,2024-12-22
movie night,movie night,entertainment,entertainment,impulsive,-0.45,0.89,manual,hinglish,False,,2024-05-01
swiggy dinner order,swiggy dinner order,food_order,groceries,regret,-0.59,0.95,manual,hinglish,False,,2024-09-06
spotify subscription,spotify subscription,subscription,subscription,neutral,0.01,0.91,manual,hinglish,False,,2025-04-20
paid house rent,paid house rent,bill_payment,mobile_bill,happy,0.73,0.96,manual,hinglish,False,,2024-05-17
exam registration,exam registration,education,education,happy,0.64,0.86,manual,hinglish,False,,2024-02-09
unplanned purchase,unplanned purchase,shopping,shopping,casual,0.21,0.92,sms,hinglish,False,,2024-07-20
concert ticket,concert ticket,entertainment,entertainment,neutral,0.12,0.95,manual,hinglish,False,,2024-12-11
pet food and vet visit,pet food and vet visit,pet_care,medical,stress,-0.51,0.88,sms,english,False,,2024-04-12
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,neutral,0.1,0.83,manual,english,True,medical,2024-07-08
ate outside today,ate outside today,food_order,groceries,care,0.25,0.89,sms,hinglish,False,,2024-11-06
ate outside today,ate outside today,food_order,groceries,happy,0.64,0.91,sms,english,False,,2024-05-18
swiggy dinner order,swiggy dinner order,food_order,dining,neutral,0.12,0.88,sms,hinglish,False,,2024-07-14
internet bill cleared,internet bill cleared,bill_payment,electricity,neutral,0.05,0.88,sms,english,False,,2024-11-06
food delivery after work,food delivery after work,food_order,groceries,stress,-0.53,0.96,manual,english,False,,2024-02-27
vet consultation,vet consultation,pet_care,pet_supplies,regret,-0.63,0.9,manual,hinglish,False,,2025-05-04
bought clothes online,bought clothes online,shopping,shopping,happy,0.57,0.93,manual,hinglish,False,,2024-08-24
fuel refill before work,fuel refill before work,commute,cab,care,0.31,0.82,sms,hinglish,False,,2025-04-04
weekend outing,weekend outing,entertainment,entertainment,regret,-0.67,0.93,manual,hinglish,False,,2024-01-17
metro recharge,metro recharge,commute,fuel,impulsive,-0.29,0.87,sms,hinglish,False,,2025-03-21
movie night,movie night,entertainment,entertainment,neutral,-0.04,0.96,sms,hinglish,False,,2024-01-22
app premium plan,app premium plan,subscription,subscription,anxiety,-0.75,0.91,sms,english,False,,2024-04-21
food delivery after work,food delivery after work,food_order,dining,care,0.35,0.96,manual,hinglish,False,,2024-05-13
vet consultation,vet consultation,pet_care,pet_supplies,regret,-0.51,0.86,manual,hinglish,True,medical,2024-07-03
unplanned purchase,unplanned purchase,shopping,shopping,impulsive,-0.42,0.86,sms,english,False,,2024-10-10
health checkup,health checkup,health,medical,regret,-0.57,0.92,sms,hinglish,False,,2024-07-20
electricity bill paid,electricity bill paid,bill_payment,rent,neutral,0.08,0.94,sms,english,False,,2024-04-30
medicines bought,medicines bought,health,medical,stress,-0.47,0.87,sms,hinglish,False,,2024-01-13
weekend outing,weekend outing,entertainment,entertainment,anxiety,-0.84,0.9,sms,english,False,,2024-06-21
book purchase,book purchase,education,education,care,0.29,0.99,sms,english,False,,2024-11-27
spotify subscription,spotify subscription,subscription,subscription,impulsive,-0.28,0.97,manual,english,False,,2025-03-01
auto ride home,auto ride home,commute,fuel,care,0.36,0.88,manual,english,False,,2025-05-11
mobile recharge done,mobile recharge done,bill_payment,electricity,casual,0.34,0.87,sms,english,False,,2024-05-18
electricity bill paid,electricity bill paid,bill_payment,mobile_bill,anxiety,-0.68,0.92,manual,english,False,,2024-07-11
bought clothes online,bought clothes online,shopping,shopping,happy,0.74,0.86,manual,english,False,,2024-10-19
spotify subscription,spotify subscription,subscription,subscription,impulsive,-0.33,0.87,manual,hinglish,False,,2024-10-03
concert ticket,concert ticket,entertainment,entertainment,care,0.33,0.9,manual,hinglish,False,,2024-10-07
book purchase,book purchase,education,education,happy,0.66,0.87,manual,hinglish,False,,2025-01-19
